	featureid	taxonomy	kingdom	phylum	class	order	family	genus	species
1385	otu1386	Bacteria(100);Firmicutes(98);Clostridia(98);Clostridiales(98);Lachnospiraceae(98);UC5-1-2E3(34);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1386	otu1387	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Devosiaceae(99);uncultured(98);	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	uncultured	
1387	otu1388	Bacteria(100);Firmicutes(99);Clostridia(99);Clostridiales(99);Ruminococcaceae(99);Butyricicoccus(73);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	
1388	otu1389	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);28-4(50);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	28-4	
1389	otu1390	Bacteria(100);Firmicutes(98);Clostridia(98);Clostridiales(95);Ruminococcaceae(76);Ruminococcaceae_UCG-013(72);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	
1390	otu1391	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(98);Lactobacillus(96);	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
1391	otu1392	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_ge(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_ge	
1392	otu1393	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Anaerofilum(36);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	
1393	otu1394	Bacteria(99);Firmicutes(73);Clostridia(68);Clostridiales(68);Clostridiales_vadinBB60_group(62);Clostridiales_vadinBB60_group_ge(62);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
1394	otu1395	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Pygmaiobacter(98);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pygmaiobacter	
1395	otu1396	Bacteria(100);Firmicutes(95);Clostridia(95);Clostridiales(95);Clostridiaceae_1(84);Clostridium_sensu_stricto_2(38);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_2	
1396	otu1397	Bacteria(100);Firmicutes(39);Clostridia(39);Clostridiales(39);Lachnospiraceae(36);Parasporobacterium(22);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Parasporobacterium	
1397	otu1398	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);uncultured(78);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1398	otu1399	Bacteria(100);Firmicutes(99);Clostridia(99);Clostridiales(99);Ruminococcaceae(97);Ruminococcaceae_UCG-014(97);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	
1399	otu1400	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Desulfovibrionales(100);Desulfovibrionaceae(100);Mailhella(100);	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Mailhella	
1400	otu1401	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Flavobacteriales(100);Flavobacteriaceae(100);Vitellibacter(54);	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Vitellibacter	
1401	otu1402	Bacteria(100);Bacteroidetes(82);Bacteroidia(82);Bacteroidales(56);Barnesiellaceae(32);Barnesiella(31);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	
1402	otu1403	Bacteria(100);Firmicutes(98);Clostridia(98);Clostridiales(98);Clostridiales_vadinBB60_group(98);Clostridiales_vadinBB60_group_ge(98);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
1403	otu1404	Bacteria(100);Tenericutes(74);Mollicutes(74);Mollicutes_RF39(71);Mollicutes_RF39_fa(71);Mollicutes_RF39_ge(71);	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
1404	otu1405	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Micrococcales(100);Micrococcaceae(100);Yaniella(99);	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Yaniella	
1405	otu1406	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);uncultured(69);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1406	otu1407	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);uncultured(28);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1407	otu1408	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
1408	otu1409	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Muribaculaceae(100);Muribaculaceae_ge(100);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_ge	
1409	otu1410	Bacteria(99);Proteobacteria(30);Deltaproteobacteria(11);Desulfobacterales(10);Desulfobacteraceae(10);Candidatus_Magnetomorum(10);	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Candidatus_Magnetomorum	
1410	otu1411	Bacteria(100);Firmicutes(98);Clostridia(98);Clostridiales(98);Lachnospiraceae(97);uncultured(71);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	
1411	otu1412	Bacteria(100);Firmicutes(99);Clostridia(99);Clostridiales(98);Ruminococcaceae(95);Ruminococcaceae_UCG-010(76);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	
1412	otu1413	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);uncultured(37);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1413	otu1414	Bacteria(100);Firmicutes(100);Clostridia(91);Clostridiales(87);Ruminococcaceae(68);Ruminococcaceae_UCG-013(46);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	
1414	otu1415	Bacteria(100);Firmicutes(86);Clostridia(84);Clostridiales(84);Lachnospiraceae(28);Cuneatibacter(27);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	
1415	otu1416	Archaea(32);Euryarchaeota(30);Methanomicrobia(12);uncultured(11);uncultured_fa(11);uncultured_ge(11);	Archaea	Euryarchaeota	Methanomicrobia	uncultured	uncultured_fa	uncultured_ge	
1416	otu1417	Bacteria(100);Firmicutes(34);Clostridia(34);Clostridiales(34);Lachnospiraceae(24);UC5-1-2E3(8);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1417	otu1418	Bacteria(100);Firmicutes(87);Clostridia(87);Clostridiales(87);Ruminococcaceae(82);uncultured(36);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1418	otu1419	Bacteria(100);Firmicutes(97);Clostridia(97);Clostridiales(97);Ruminococcaceae(93);uncultured(69);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1419	otu1420	Bacteria(100);Firmicutes(74);Clostridia(74);Clostridiales(73);Eubacteriaceae(15);Alkalibaculum(15);	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Alkalibaculum	
1420	otu1421	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);uncultured(57);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1421	otu1422	Bacteria(100);Bacteroidetes(54);Bacteroidia(54);Bacteroidales(53);Porphyromonadaceae(43);Porphyromonadaceae_ge(43);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_ge	
1422	otu1423	Bacteria(96);Patescibacteria(40);Saccharimonadia(38);Saccharimonadales(38);Saccharimonadales_fa(38);Saccharimonadales_ge(38);	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_fa	Saccharimonadales_ge	
1423	otu1424	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(99);UC5-1-2E3(29);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1424	otu1425	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Anseongella(100);	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Anseongella	
1425	otu1426	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Coxiellales(70);Coxiellaceae(70);Coxiella(70);	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	
1426	otu1427	Bacteria(100);Firmicutes(80);Clostridia(80);Clostridiales(80);Ruminococcaceae(73);Ruminococcaceae_UCG-013(52);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	
1427	otu1428	Bacteria(100);Patescibacteria(51);Saccharimonadia(46);Saccharimonadales(46);Saccharimonadales_fa(46);Saccharimonadales_ge(46);	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_fa	Saccharimonadales_ge	
1428	otu1429	Bacteria(100);Bacteroidetes(80);Bacteroidia(77);Cytophagales(33);Flammeovirgaceae(21);Sediminitomix(21);	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Flammeovirgaceae	Sediminitomix	
1429	otu1430	Bacteria(100);Firmicutes(92);Clostridia(91);Clostridiales(91);Lachnospiraceae(91);CAG-56(47);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	CAG-56	
1430	otu1431	Bacteria(100);Firmicutes(100);Clostridia(79);Clostridiales(76);Ruminococcaceae(74);Phocea(7);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Phocea	
1431	otu1432	Bacteria(100);Firmicutes(57);Clostridia(57);Clostridiales(57);Eubacteriaceae(15);Alkalibaculum(15);	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Alkalibaculum	
1432	otu1433	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Pseudoflavonifractor(54);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	
1433	otu1434	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Harryflintia(99);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Harryflintia	
1434	otu1435	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Micrococcales(100);Micrococcaceae(100);Paeniglutamicibacter(97);	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Paeniglutamicibacter	
1435	otu1436	Bacteria(100);Firmicutes(95);Clostridia(94);Clostridiales(94);Ruminococcaceae(83);Pseudoflavonifractor(76);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	
1436	otu1437	Bacteria(100);Firmicutes(100);Clostridia(95);Clostridiales(95);Ruminococcaceae(84);Ruminococcaceae_UCG-007(78);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-007	
1437	otu1438	Bacteria(100);Firmicutes(100);Clostridia(99);Clostridiales(99);Ruminococcaceae(99);Pseudoflavonifractor(71);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	
1438	otu1439	Bacteria(100);Firmicutes(59);Clostridia(53);Clostridiales(53);Ruminococcaceae(24);Cellulosibacter(6);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Cellulosibacter	
1439	otu1440	Bacteria(100);Firmicutes(55);Clostridia(54);Clostridiales(54);Ruminococcaceae(52);Pseudoflavonifractor(52);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	
1440	otu1441	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Reyranellales(100);Reyranellaceae(100);Reyranella(100);	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	
1441	otu1442	Bacteria(100);Bacteroidetes(84);Bacteroidia(84);Bacteroidales(61);Bacteroidales_Incertae_Sedis(15);Phocaeicola(15);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_Incertae_Sedis	Phocaeicola	
1442	otu1443	Bacteria(100);Firmicutes(65);Clostridia(65);Clostridiales(65);Lachnospiraceae(65);Lactonifactor(16);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lactonifactor	
1443	otu1444	Bacteria(100);Dependentiae(100);Babeliae(100);Babeliales(100);Babeliaceae(59);Babeliaceae_ge(57);	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Babeliaceae_ge	
1444	otu1445	Bacteria(100);Firmicutes(97);Clostridia(97);Clostridiales(97);Lachnospiraceae(96);UC5-1-2E3(62);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1445	otu1446	Bacteria(100);Firmicutes(71);Clostridia(71);Clostridiales(71);Ruminococcaceae(59);Ruminococcaceae_UCG-007(22);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-007	
1446	otu1447	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(55);UC5-1-2E3(31);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1447	otu1448	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(93);Bacteroides(93);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
1448	otu1449	Bacteria(100);Firmicutes(100);Clostridia(72);Clostridiales(72);Ruminococcaceae(66);uncultured(29);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1449	otu1450	Bacteria(100);Firmicutes(71);Clostridia(71);Clostridiales(71);Ruminococcaceae(49);Ruminococcaceae_UCG-014(47);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	
1450	otu1451	Bacteria(100);Bacteroidetes(88);Bacteroidia(87);Bacteroidales(64);Marinilabiliaceae(26);Natronoflexus(9);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Natronoflexus	
1451	otu1452	Bacteria(100);Firmicutes(99);Clostridia(99);Clostridiales(99);Ruminococcaceae(98);uncultured(59);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1452	otu1453	Bacteria(100);Tenericutes(99);Mollicutes(99);Mollicutes_RF39(98);Mollicutes_RF39_fa(98);Mollicutes_RF39_ge(98);	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
1453	otu1454	Bacteria(100);Tenericutes(38);Mollicutes(38);Mollicutes_RF39(37);Mollicutes_RF39_fa(37);Mollicutes_RF39_ge(37);	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
1454	otu1455	Bacteria(100);Proteobacteria(99);Alphaproteobacteria(99);Rhizobiales(92);Rhizobiaceae(91);Aquamicrobium(51);	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aquamicrobium	
1455	otu1456	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Christensenellaceae(86);uncultured(84);	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	
1456	otu1457	Bacteria(100);Firmicutes(60);Clostridia(60);Clostridiales(60);Lachnospiraceae(31);Lactonifactor(14);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lactonifactor	
1457	otu1458	Bacteria(100);Bacteroidetes(81);Bacteroidia(80);Bacteroidales(64);Porphyromonadaceae(25);Porphyromonadaceae_ge(25);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_ge	
1458	otu1459	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_ge(93);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_ge	
1459	otu1460	Bacteria(100);Firmicutes(89);Clostridia(89);Clostridiales(89);Lachnospiraceae(89);CHKCI001(84);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	CHKCI001	
1460	otu1461	Bacteria(100);Firmicutes(51);Clostridia(51);Clostridiales(51);Clostridiales_vadinBB60_group(50);Clostridiales_vadinBB60_group_ge(50);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
1461	otu1462	Bacteria(100);Firmicutes(99);Clostridia(96);Clostridiales(96);Lachnospiraceae(94);Lachnospiraceae_UCG-010(94);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-010	
1462	otu1463	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(67);Pseudoflavonifractor(65);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	
1463	otu1464	Bacteria(100);Firmicutes(99);Clostridia(84);Clostridiales(84);Family_XIII(82);Family_XIII_ge(66);	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_ge	
1464	otu1465	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Candidatus_Soleaferrea(27);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea	
1465	otu1466	Bacteria(100);Firmicutes(92);Clostridia(78);Clostridiales(77);Lachnospiraceae(72);UC5-1-2E3(44);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1466	otu1467	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Phocea(37);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Phocea	
1467	otu1468	Bacteria(100);Firmicutes(98);Clostridia(98);Clostridiales(98);Ruminococcaceae(98);Anaerofilum(70);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	
1468	otu1469	Bacteria(100);Firmicutes(97);Clostridia(97);Clostridiales(97);Clostridiales_vadinBB60_group(93);Clostridiales_vadinBB60_group_ge(93);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
1469	otu1470	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-014(99);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	
1470	otu1471	Bacteria(100);Firmicutes(72);Clostridia(71);Clostridiales(71);Ruminococcaceae(67);Ruminiclostridium_5(63);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	
1471	otu1472	Bacteria(100);Firmicutes(55);Clostridia(55);Clostridiales(55);Lachnospiraceae(55);Cuneatibacter(24);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	
1472	otu1473	Bacteria(100);Firmicutes(89);Clostridia(89);Clostridiales(89);Lachnospiraceae(89);UC5-1-2E3(15);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1473	otu1474	Bacteria(100);Firmicutes(92);Bacilli(92);Bacillales(72);Staphylococcaceae(41);S31(41);	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	S31	
1474	otu1475	Bacteria(99);Firmicutes(95);Clostridia(95);Clostridiales(95);Lachnospiraceae(95);UC5-1-2E3(51);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1475	otu1476	Bacteria(100);Firmicutes(97);Clostridia(97);Clostridiales(97);Lachnospiraceae(86);UC5-1-2E3(31);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1476	otu1477	Bacteria(100);Firmicutes(27);Clostridia(24);Clostridiales(20);Eubacteriaceae(12);Alkalibaculum(12);	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Alkalibaculum	
1477	otu1478	Bacteria(100);Firmicutes(100);Clostridia(99);Clostridiales(99);Clostridiales_vadinBB60_group(96);Clostridiales_vadinBB60_group_ge(96);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
1478	otu1479	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Legionellales(91);Legionellaceae(91);Legionella(91);	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
1479	otu1480	Bacteria(100);Firmicutes(98);Clostridia(97);Clostridiales(97);Christensenellaceae(61);uncultured(45);	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	
1480	otu1481	Bacteria(100);Firmicutes(85);Clostridia(84);Clostridiales(84);Ruminococcaceae(82);Ruminococcaceae_UCG-013(73);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	
1481	otu1482	Bacteria(100);Firmicutes(64);Clostridia(59);Clostridiales(58);Lachnospiraceae(20);UC5-1-2E3(12);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1482	otu1483	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Blautia(81);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
1483	otu1484	Bacteria(100);Firmicutes(90);Clostridia(90);Clostridiales(90);Lachnospiraceae(63);Parasporobacterium(7);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Parasporobacterium	
1484	otu1485	Bacteria(100);Bacteroidetes(89);Bacteroidia(87);Bacteroidales(82);Prevotellaceae(19);Paraprevotella(12);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	
1485	otu1486	Bacteria(100);Firmicutes(98);Clostridia(96);Clostridiales(96);Ruminococcaceae(92);Angelakisella(90);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Angelakisella	
1486	otu1487	Bacteria(100);Tenericutes(42);Mollicutes(42);EMP-G18(34);EMP-G18_fa(34);EMP-G18_ge(34);	Bacteria	Tenericutes	Mollicutes	EMP-G18	EMP-G18_fa	EMP-G18_ge	
1487	otu1488	Bacteria(100);Bacteroidetes(63);Bacteroidia(58);Bacteroidales(43);Bacteroidales_Incertae_Sedis(24);Phocaeicola(24);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_Incertae_Sedis	Phocaeicola	
1488	otu1489	Bacteria(100);Firmicutes(76);Clostridia(63);Clostridiales(59);Family_XIII(54);Family_XIII_ge(32);	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_ge	
1489	otu1490	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(91);Ruminococcaceae_NK4A214_group(43);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	
1490	otu1491	Bacteria(100);Firmicutes(100);Clostridia(89);Clostridiales(89);Peptococcaceae(84);uncultured(84);	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured	
1491	otu1492	Bacteria(100);Bacteroidetes(89);Bacteroidia(88);Bacteroidales(86);Prevotellaceae(46);Prevotellaceae_UCG-004(43);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-004	
1492	otu1493	Bacteria(100);Firmicutes(58);Clostridia(58);Clostridiales(58);Lachnospiraceae(58);UC5-1-2E3(19);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1493	otu1494	Bacteria(100);Firmicutes(22);Clostridia(22);Clostridiales(21);Lachnospiraceae(14);Cuneatibacter(12);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	
1494	otu1495	Bacteria(100);Tenericutes(68);Mollicutes(68);Mollicutes_RF39(68);Mollicutes_RF39_fa(68);Mollicutes_RF39_ge(68);	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
1495	otu1496	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminiclostridium_1(52);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_1	
1496	otu1497	Bacteria(100);Tenericutes(97);Mollicutes(97);Mollicutes_RF39(97);Mollicutes_RF39_fa(97);Mollicutes_RF39_ge(97);	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
1497	otu1498	Bacteria(100);Firmicutes(89);Clostridia(89);Clostridiales(89);Clostridiales_vadinBB60_group(70);Clostridiales_vadinBB60_group_ge(70);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
1498	otu1499	Bacteria(100);Deferribacteres(100);Deferribacteres(100);Deferribacterales(100);Deferribacteraceae(100);Mucispirillum(100);	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	
1499	otu1500	Bacteria(100);Firmicutes(93);Clostridia(92);Clostridiales(92);Clostridiales_vadinBB60_group(88);Clostridiales_vadinBB60_group_ge(88);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
1500	otu1501	Bacteria(100);Firmicutes(58);Clostridia(57);Clostridiales(57);Clostridiaceae_1(14);Clostridium_sensu_stricto_4(14);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_4	
1501	otu1502	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(97);Lachnospiraceae_UCG-010(48);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-010	
