	featureid	taxonomy	kingdom	phylum	class	order	family	genus	species
1502	otu1503	Bacteria(100);Firmicutes(98);Clostridia(98);Clostridiales(97);Clostridiales_vadinBB60_group(93);Clostridiales_vadinBB60_group_ge(93);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
1503	otu1504	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_NK4A136_group(99);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	
1504	otu1505	Bacteria(100);Proteobacteria(44);Alphaproteobacteria(32);Holosporales(26);Holosporaceae(26);Holospora(21);	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Holospora	
1505	otu1506	Bacteria(100);Firmicutes(55);Clostridia(53);Clostridiales(53);Lachnospiraceae(35);Cuneatibacter(21);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	
1506	otu1507	Bacteria(100);Firmicutes(98);Clostridia(98);Clostridiales(98);Ruminococcaceae(95);Ruminococcus_1(22);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1	
1507	otu1508	Bacteria(100);Firmicutes(95);Clostridia(78);Clostridiales(77);Clostridiales_vadinBB60_group(25);Clostridiales_vadinBB60_group_ge(25);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
1508	otu1509	Bacteria(100);Bacteroidetes(99);Bacteroidia(99);Bacteroidales(99);Rikenellaceae(99);Alistipes(98);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
1509	otu1510	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(92);Lachnospiraceae_UCG-004(37);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-004	
1510	otu1511	Bacteria(100);Firmicutes(16);Clostridia(16);Clostridiales(16);Clostridiaceae_2(9);uncultured(4);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	uncultured	
1511	otu1512	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(99);Ruminococcaceae_UCG-014(99);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	
1512	otu1513	Bacteria(100);Proteobacteria(25);Gammaproteobacteria(24);Betaproteobacteriales(16);Hydrogenophilaceae(4);Thiobacter(4);	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	Thiobacter	
1513	otu1514	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Flavobacteriales(100);Weeksellaceae(100);Chryseobacterium(100);	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	
1514	otu1515	Bacteria(100);Firmicutes(86);Clostridia(53);Clostridiales(53);Peptococcaceae(17);Desulfonispora(15);	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfonispora	
1515	otu1516	Bacteria(100);Tenericutes(66);Mollicutes(66);Mollicutes_RF39(66);Mollicutes_RF39_fa(66);Mollicutes_RF39_ge(66);	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
1516	otu1517	Bacteria(100);Firmicutes(97);Clostridia(97);Clostridiales(96);Ruminococcaceae(96);Ruminococcaceae_UCG-010(72);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	
1517	otu1518	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
1518	otu1519	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(98);uncultured(38);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	
1519	otu1520	Bacteria(100);Firmicutes(59);Clostridia(59);Clostridiales(59);Ruminococcaceae(57);Angelakisella(29);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Angelakisella	
1520	otu1521	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_NK4A214_group(43);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	
1521	otu1522	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Dialister(100);	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	
1522	otu1523	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);GCA-900066225(52);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GCA-900066225	
1523	otu1524	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Family_XI(100);Peptoniphilus(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus	
1524	otu1525	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(11);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	
1525	otu1526	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonas(100);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
1526	otu1527	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella_2(100);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2	
1527	otu1528	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(99);Lachnoclostridium(36);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	
1528	otu1529	Bacteria(100);Bacteroidetes(90);Bacteroidia(89);Bacteroidales(80);Porphyromonadaceae(30);Porphyromonadaceae_ge(30);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_ge	
1529	otu1530	Bacteria(100);Firmicutes(99);Clostridia(99);Clostridiales(99);Lachnospiraceae(34);Parasporobacterium(19);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Parasporobacterium	
1530	otu1531	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);uncultured(89);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1531	otu1532	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella_9(78);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	
1532	otu1533	Bacteria(100);Bacteroidetes(77);Bacteroidia(77);Sphingobacteriales(23);Sphingobacteriaceae(22);Pelobium(21);	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pelobium	
1533	otu1534	Bacteria(100);Firmicutes(38);Clostridia(36);Clostridiales(36);Lachnospiraceae(14);Parasporobacterium(6);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Parasporobacterium	
1534	otu1535	Bacteria(100);Firmicutes(85);Clostridia(85);Clostridiales(85);Lachnospiraceae(85);Lachnospira(39);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	
1535	otu1536	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_NK4A136_group(98);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	
1536	otu1537	Bacteria(100);Bacteroidetes(96);Bacteroidia(96);Bacteroidales(84);Tannerellaceae(42);Parabacteroides(42);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
1537	otu1538	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(99);Prevotellaceae(56);Prevotella_2(31);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2	
1538	otu1539	Bacteria(100);Firmicutes(99);Clostridia(99);Clostridiales(99);Ruminococcaceae(72);uncultured(25);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1539	otu1540	Bacteria(100);Firmicutes(100);Clostridia(98);Clostridiales(98);Lachnospiraceae(59);UC5-1-2E3(27);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1540	otu1541	Bacteria(100);Bacteroidetes(72);Bacteroidia(72);Bacteroidales(57);Paludibacteraceae(20);H1(19);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	H1	
1541	otu1542	Bacteria(100);Firmicutes(73);Clostridia(72);Clostridiales(58);Clostridiales_vadinBB60_group(41);Clostridiales_vadinBB60_group_ge(41);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
1542	otu1543	Bacteria(100);Firmicutes(97);Clostridia(97);Clostridiales(97);Ruminococcaceae(97);Ruminococcaceae_NK4A214_group(90);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	
1543	otu1544	Bacteria(100);Firmicutes(71);Clostridia(71);Clostridiales(71);Lachnospiraceae(68);UC5-1-2E3(14);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1544	otu1545	Bacteria(100);Firmicutes(79);Clostridia(55);Clostridiales(54);MAT-CR-H4-C10(22);MAT-CR-H4-C10_ge(22);	Bacteria	Firmicutes	Clostridia	Clostridiales	MAT-CR-H4-C10	MAT-CR-H4-C10_ge	
1545	otu1546	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Pedobacter(59);	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	
1546	otu1547	Bacteria(100);Firmicutes(33);Clostridia(19);Clostridiales(18);Eubacteriaceae(13);Alkalibaculum(13);	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Alkalibaculum	
1547	otu1548	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Barnesiellaceae(100);Coprobacter(100);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	
1548	otu1549	Bacteria(100);Tenericutes(100);Mollicutes(100);Mollicutes_RF39(100);Mollicutes_RF39_fa(100);Mollicutes_RF39_ge(100);	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
1549	otu1550	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Family_XIII(100);Mogibacterium(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium	
1550	otu1551	Bacteria(100);Firmicutes(95);Clostridia(94);Clostridiales(94);Ruminococcaceae(86);Ruminococcaceae_UCG-003(47);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-003	
1551	otu1552	Bacteria(100);Firmicutes(99);Clostridia(98);Clostridiales(98);Lachnospiraceae(61);UC5-1-2E3(7);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	
1552	otu1553	Bacteria(100);Firmicutes(97);Clostridia(97);Clostridiales(97);Ruminococcaceae(97);Butyricicoccus(91);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	
1553	otu1554	Bacteria(100);Firmicutes(81);Clostridia(81);Clostridiales(81);Lachnospiraceae(81);Cuneatibacter(51);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	
1554	otu1555	Bacteria(100);Firmicutes(94);Clostridia(94);Clostridiales(94);Lachnospiraceae(77);Cuneatibacter(19);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	
1555	otu1556	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Dielma(51);	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	
1556	otu1557	Bacteria(100);Tenericutes(100);Mollicutes(100);Mollicutes_RF39(100);Mollicutes_RF39_fa(100);Mollicutes_RF39_ge(100);	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
1557	otu1558	Bacteria(100);Proteobacteria(94);Gammaproteobacteria(93);Betaproteobacteriales(85);Burkholderiaceae(80);Parasutterella(55);	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parasutterella	
1558	otu1559	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Roseburia(45);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
1559	otu1560	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcus_1(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1	
1560	otu1561	Bacteria(100);Firmicutes(72);Clostridia(72);Clostridiales(72);Clostridiales_vadinBB60_group(43);Clostridiales_vadinBB60_group_ge(43);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
1561	otu1562	Bacteria(100);Firmicutes(98);Clostridia(98);Clostridiales(98);Ruminococcaceae(65);uncultured(45);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1562	otu1563	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(93);Tannerellaceae(69);Parabacteroides(69);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
1563	otu1564	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(95);Lachnospiraceae_ge(56);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_ge	
1564	otu1565	Bacteria(100);Firmicutes(97);Clostridia(96);Clostridiales(96);Family_XIII(94);Family_XIII_AD3011_group(71);	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group	
1565	otu1566	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_ge(47);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_ge	
1566	otu1567	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(99);Lachnospiraceae_NK4A136_group(28);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	
1567	otu1568	Bacteria(100);Firmicutes(96);Clostridia(96);Clostridiales(96);Lachnospiraceae(81);Roseburia(49);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
1568	otu1569	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Corynebacteriales(100);Corynebacteriaceae(100);Lawsonella(100);	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	
1569	otu1570	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnoclostridium(34);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	
1570	otu1571	Bacteria(100);Firmicutes(94);Clostridia(94);Clostridiales(93);Lachnospiraceae(93);Lachnospiraceae_UCG-003(44);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-003	
1571	otu1572	Bacteria(100);Firmicutes(96);Clostridia(96);Clostridiales(96);Family_XIII(83);Family_XIII_UCG-001(76);	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_UCG-001	
1572	otu1573	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(81);Ruminiclostridium_1(40);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_1	
1573	otu1574	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Agathobacter(93);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	
1574	otu1575	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Rikenellaceae(100);Alistipes(100);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
1575	otu1576	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Oceanospirillales(100);Marinomonadaceae(100);Marinomonas(100);	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas	
1576	otu1577	Bacteria(100);Firmicutes(87);Negativicutes(45);Selenomonadales(45);Veillonellaceae(45);Anaerosinus(30);	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaerosinus	
1577	otu1578	Bacteria(100);Firmicutes(86);Clostridia(86);Clostridiales(83);Ruminococcaceae(77);Ruminococcaceae_UCG-014(72);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	
1578	otu1579	Bacteria(100);Lentisphaerae(98);Lentisphaeria(98);Victivallales(98);Victivallaceae(98);Victivallis(98);	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	
1579	otu1580	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Aeromonadales(100);Aeromonadaceae(100);Oceanisphaera(100);	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	
1580	otu1581	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(49);Bacteroides(49);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
1581	otu1582	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);uncultured(76);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1582	otu1583	Bacteria(100);Firmicutes(98);Clostridia(97);Clostridiales(97);Ruminococcaceae(76);Ruminococcaceae_UCG-013(37);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	
1583	otu1584	Bacteria(97);Firmicutes(44);Erysipelotrichia(34);Erysipelotrichales(34);Erysipelotrichaceae(34);Eggerthia(15);	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Eggerthia	
1584	otu1585	Bacteria(100);Bacteroidetes(99);Bacteroidia(99);Bacteroidales(98);Bacteroidaceae(91);Bacteroides(91);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
1585	otu1586	Bacteria(100);Firmicutes(99);Bacilli(99);Lactobacillales(99);Lactobacillaceae(97);Lactobacillus(93);	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
1586	otu1587	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Family_XIII(100);Family_XIII_ge(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_ge	
1587	otu1588	Bacteria(100);Firmicutes(99);Bacilli(98);Lactobacillales(96);Carnobacteriaceae(83);Isobaculum(79);	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Isobaculum	
1588	otu1589	Bacteria(100);Firmicutes(91);Bacilli(91);Lactobacillales(89);Enterococcaceae(45);Catellicoccus(45);	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Catellicoccus	
1589	otu1590	Bacteria(99);Tenericutes(13);Mollicutes(13);EMP-G18(9);EMP-G18_fa(9);EMP-G18_ge(9);	Bacteria	Tenericutes	Mollicutes	EMP-G18	EMP-G18_fa	EMP-G18_ge	
1590	otu1591	Bacteria(100);Bacteroidetes(60);Bacteroidia(60);Bacteroidales(43);Porphyromonadaceae(17);Porphyromonadaceae_ge(17);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_ge	
1591	otu1592	Bacteria(100);Bacteroidetes(56);Bacteroidia(51);Bacteroidales(49);Porphyromonadaceae(44);Porphyromonadaceae_ge(44);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_ge	
1592	otu1593	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(96);uncultured(84);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1593	otu1594	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Paraprevotella(100);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	
1594	otu1595	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);GCA-900066755(57);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066755	
1595	otu1596	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);uncultured(61);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
1596	otu1597	Bacteria(99);Bacteroidetes(97);Bacteroidia(97);Bacteroidales(90);uncultured(46);uncultured_ge(46);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	uncultured	uncultured_ge	
1597	otu1598	Bacteria(100);Firmicutes(99);Negativicutes(96);Selenomonadales(96);Acidaminococcaceae(94);Acidaminococcus(90);	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	
1598	otu1599	Bacteria(100);Firmicutes(99);Clostridia(99);Clostridiales(99);Lachnospiraceae(89);Lachnospiraceae_FE2018_group(29);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_FE2018_group	
1599	otu1600	Bacteria(100);Firmicutes(96);Clostridia(96);Clostridiales(96);Lachnospiraceae(94);uncultured(38);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	
1600	otu1601	Bacteria(100);Firmicutes(46);Clostridia(42);Clostridiales(42);Ruminococcaceae(29);Sporobacter(28);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	
1601	otu1602	Bacteria(100);Firmicutes(97);Clostridia(96);Clostridiales(96);Ruminococcaceae(77);Ruminococcaceae_UCG-013(52);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	
1602	otu1603	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_ge(62);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_ge	
1603	otu1604	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Agathobacter(28);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	
1604	otu1605	Bacteria(100);Firmicutes(100);Clostridia(97);Clostridiales(96);Ruminococcaceae(93);Ruminococcaceae_UCG-002(69);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	
1605	otu1606	Bacteria(100);Firmicutes(87);Clostridia(87);Clostridiales(87);Ruminococcaceae(87);Pseudoflavonifractor(87);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	
1606	otu1607	Bacteria(100);Firmicutes(100);Clostridia(98);Clostridiales(98);Lachnospiraceae(94);uncultured(37);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	
1607	otu1608	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(99);GCA-900066575(75);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	
